art_grp_se,archv_artst_nm,nm,vrit_mark_cn,realm_cl,act_relm_cn,birth_year,rsrch_man_nm,url
FARTST,미술작가,김구림,Kim ku lim,미술작가,,1936,,https://www.daarts.or.kr/handle/11080/19259
FARTST,미술작가,김근중,Kim keun joong,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19260
FARTST,미술작가,김기라,Kim ki ra,미술작가,,1959,,https://www.daarts.or.kr/handle/11080/19261
FARTST,미술작가,김기린,Kim gui line,미술작가,,1936,,https://www.daarts.or.kr/handle/11080/19262
FARTST,미술작가,김기창,Kim ki chang,미술작가,,1914,,https://www.daarts.or.kr/handle/11080/19263
FARTST,미술작가,김대수,Kim dae soo,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19264
FARTST,미술작가,김대열,Kim Daeyeoul,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19266
FARTST,미술작가,김대원,Kim dae won,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19267
FARTST,미술작가,김명희,Kim myong hi,미술작가,,1949,,https://www.daarts.or.kr/handle/11080/10842
FARTST,미술작가,김문식,Kim moon sik,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19269
FARTST,미술작가,김미형,Kim mi hyung,미술작가,,1969,,https://www.daarts.or.kr/handle/11080/19270
FARTST,미술작가,김범,Kim beom,미술작가,,1963,,https://www.daarts.or.kr/handle/11080/19271
FARTST,미술작가,김병기,Kim byung ki,미술작가,,1916,,https://www.daarts.or.kr/handle/11080/19272
FARTST,미술작가,김보희,Kim bo hie,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19273
FARTST,미술작가,김봉구,Kim bong goo,미술작가,,1939,,https://www.daarts.or.kr/handle/11080/19274
FARTST,미술작가,김봉태,Kim bong tae,미술작가,,1937,,https://www.daarts.or.kr/handle/11080/19276
FARTST,미술작가,김부자,Kim bu ja,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19277
FARTST,미술작가,김상구,Kim sang ku,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19278
FARTST,미술작가,김서봉,Kim ser bohng,미술작가,,1930,,https://www.daarts.or.kr/handle/11080/19279
FARTST,미술작가,김석,Kim suk,미술작가,,1963,,https://www.daarts.or.kr/handle/11080/19280
FARTST,미술작가,김선두,Kim sun doo,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19281
FARTST,미술작가,김선회,Kim sun whoe,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19282
FARTST,미술작가,김세일,Kim se il,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19283
FARTST,미술작가,김승연,Kim seung yeon,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19284
FARTST,미술작가,김승희,Kim seung hee,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19285
FARTST,미술작가,김식,Kim shik,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19286
FARTST,미술작가,김아영,Kim ah young,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19287
FARTST,미술작가,김아타,Kim a tta,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19288
FARTST,미술작가,김안나,Kim ahn na,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19289
FARTST,미술작가,김애영,Kim aie yung,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19290
FARTST,미술작가,김영기,Kim young kee,미술작가,,1911,,https://www.daarts.or.kr/handle/11080/19291
FARTST,미술작가,김영원,Kim young won,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19292
FARTST,미술작가,김영진,Kim young jin,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19293
FARTST,미술작가,김옥조,Kim ok jo,미술작가,,1943,,https://www.daarts.or.kr/handle/11080/19294
FARTST,미술작가,김용문,Kim yong moon,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19295
FARTST,미술작가,김용식,Kim yong sik,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19296
FARTST,미술작가,김용철,Kim yong chul,미술작가,,1949,,https://www.daarts.or.kr/handle/11080/19297
FARTST,미술작가,김웅,Kim woong,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19298
FARTST,미술작가,김원,Kim won,미술작가,,1932,,https://www.daarts.or.kr/handle/11080/19299
FARTST,미술작가,김원숙,Kim won sook,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19300
FARTST,미술작가,김유선,Kim you sun,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19301
FARTST,미술작가,김은진,Kim eun jin,미술작가,,1968,,https://www.daarts.or.kr/handle/11080/19302
FARTST,미술작가,김익영,Kim yik yung,미술작가,,1935,,https://www.daarts.or.kr/handle/11080/19303
FARTST,미술작가,김인겸,Kim in kyum,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19304
FARTST,미술작가,김인경,Kim in kyung,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19305
FARTST,미술작가,김인순,Kim in sun,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19306
FARTST,미술작가,김인중,Kim en joong,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19307
FARTST,미술작가,김일용,Kim il yong,미술작가,,1959,,https://www.daarts.or.kr/handle/11080/19308
FARTST,미술작가,김재관,Kim jai kwan,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19309
FARTST,미술작가,김정명,Kim jung myung,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19310
FARTST,미술작가,김정헌,Kim jeong heon,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19311
FARTST,미술작가,김종하,金鐘夏,서양화,,1918,,https://www.daarts.or.kr/handle/11080/5980
FARTST,미술작가,김종학,Kim jong hak,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19312
FARTST,미술작가,김주현,Kim joo hyun,미술작가,,1965,,https://www.daarts.or.kr/handle/11080/19313
FARTST,미술작가,김주호,Kim joo ho,미술작가,,1949,,https://www.daarts.or.kr/handle/11080/19314
FARTST,미술작가,김준,Kim joon,미술작가,,1966,,https://www.daarts.or.kr/handle/11080/19315
FARTST,미술작가,김지현,Kim ji hyun,미술작가,,1968,,https://www.daarts.or.kr/handle/11080/19316
FARTST,미술작가,김진관,Kim jin kwan,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19317
FARTST,미술작가,김진명,Kim jin myung,미술작가,,1916,,https://www.daarts.or.kr/handle/11080/19318
FARTST,미술작가,김진수,Kim jin soo,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19319
FARTST,미술작가,김진영,Kim jin yung,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19320
FARTST,미술작가,김차섭,Kim cha sup,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19321
FARTST,미술작가,김창겸,Kim chang kyum,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19322
FARTST,미술작가,김창세,Kim chang se,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19323
FARTST,미술작가,김창열,Kim tschang yeul,미술작가,,1929,,https://www.daarts.or.kr/handle/11080/19324
FARTST,미술작가,김창희,Kim chang hee,미술작가,,1938,,https://www.daarts.or.kr/handle/11080/19325
FARTST,미술작가,김천두,金千斗,회화,,,,
FARTST,미술작가,김천영,Kim cheon young,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19326
FARTST,미술작가,김천일,Kim cheon il,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19327
FARTST,미술작가,김청정,Kim chung jung,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19328
FARTST,미술작가,김춘수,Kim tschoon su,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19329
FARTST,미술작가,김춘옥,Kim chun ok,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19330
FARTST,미술작가,김태,Kim tai,미술작가,,1931,,https://www.daarts.or.kr/handle/11080/19331
FARTST,미술작가,김태곤,Kim tae gon,미술작가,,1967,,https://www.daarts.or.kr/handle/11080/19332
FARTST,미술작가,김태호,Kim tai ho,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19333
FARTST,미술작가,김형근,Kim hyung guen,미술작가,,,,
FARTST,미술작가,김형대,Kim hyung dae,미술작가,,1936,,https://www.daarts.or.kr/handle/11080/19335
FARTST,미술작가,김형수,金亨洙,회화,,1929,,https://www.daarts.or.kr/handle/11080/5842
FARTST,미술작가,김혜원,Kim hae won,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19336
FARTST,미술작가,김호득,Kim ho duck,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19337
FARTST,미술작가,김호석,Kim ho suk,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19338
FARTST,미술작가,김홍주,Kim hong joo,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19339
FARTST,미술작가,김황록,Kim hwang rok,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19341
FARTST,미술작가,김효숙,Gim hyo sook,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19342
FARTST,미술작가,김흥수,金興洙,서양화,,1919,,https://www.daarts.or.kr/handle/11080/6131
FARTST,미술작가,나기환,Na ki whan,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19343
FARTST,미술작가,노원희,Noh won hee,미술작가,,1948,,https://www.daarts.or.kr/handle/11080/19344
FARTST,미술작가,노은님,Ro eun nim,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19345
FARTST,미술작가,노재승,Noh jae seung,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19346
FARTST,미술작가,노정란,Jung ran Noh,미술작가,,1948,,https://www.daarts.or.kr/handle/11080/19347
FARTST,미술작가,도윤희,To hyun hee,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19348
FARTST,미술작가,라병연,羅 炳 連,"조각(목조각, 목공예)",,,,
FARTST,미술작가,레이몬드한,Laymond hahn,미술작가,,1967,,https://www.daarts.or.kr/handle/11080/19349
FARTST,미술작가,류병엽,Rhoo byung yup,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19350
FARTST,미술작가,류재구,Liu jai koo,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19351
FARTST,미술작가,몽우 조셉킴,Joseph kim,회화,,,,
FARTST,미술작가,문봉선,Moon Bong-sun,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19352
FARTST,미술작가,문은희,文銀姬,회화,,1931,,https://www.daarts.or.kr/handle/11080/5846
FARTST,미술작가,문인상,Moon in sang,미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19353
FARTST,미술작가,문인수,Moon in soo,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19354
FARTST,미술작가,문종숙,Moon jong sook,미술작가,,1965,,https://www.daarts.or.kr/handle/11080/19355
FARTST,미술작가,문주,Moon joo,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19356
FARTST,미술작가,민경갑,閔庚甲,회화,,1933,,https://www.daarts.or.kr/handle/11080/5904
FARTST,미술작가,민경찬,Min kyung chan,미술작가,,1935,,https://www.daarts.or.kr/handle/11080/19357
FARTST,미술작가,민병헌,Min byung hun,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19358
FARTST,미술작가,민복진,閔福鎭,조각,,1927,,https://www.daarts.or.kr/handle/11080/19359
FARTST,미술작가,민정기,Min joung ki,미술작가,,1949,,https://www.daarts.or.kr/handle/11080/19360
FARTST,미술작가,박경주,Park kyung joo,미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19361
FARTST,미술작가,박고석,Park ko suk,미술작가,,1917,,https://www.daarts.or.kr/handle/11080/19362
FARTST,미술작가,박광진,Park kwang jin,미술작가,,1935,,https://www.daarts.or.kr/handle/11080/19363
FARTST,미술작가,박기웅,Park ki woong,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19364
FARTST,미술작가,박남철,Park nam cheol,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19365
FARTST,미술작가,박노수,Park no soo,미술작가,,1927,,https://www.daarts.or.kr/handle/11080/19366
FARTST,미술작가,박대성,Park dae sung,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19367
FARTST,미술작가,박돈,"(朴敦), 본명 박창돈(朴昌敦)",회화,,1928,,https://www.daarts.or.kr/handle/11080/19368
FARTST,미술작가,박문종,Park moon jong,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19370
FARTST,미술작가,박미현,Park mi hyun,미술작가,,,,
FARTST,미술작가,박복규,Park boc kyoo,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19372
FARTST,미술작가,박불똥,Park bul ddong,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19373
FARTST,미술작가,박상숙,Park sang sook,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19374
FARTST,미술작가,박서보,Park seo bo,미술작가,,1931,,https://www.daarts.or.kr/handle/11080/19375
FARTST,미술작가,박석원,Park suk won,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19376
FARTST,미술작가,박선희,Park sun hee,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19377
FARTST,미술작가,박성환,Park sung hwan,미술작가,,1919,,https://www.daarts.or.kr/handle/11080/19378
FARTST,미술작가,박성희,Park sung hee,미술작가,,1970,,https://www.daarts.or.kr/handle/11080/19379
FARTST,미술작가,박소영,Park so young,미술작가,,1970,,https://www.daarts.or.kr/handle/11080/19380
FARTST,미술작가,박승규,Park seung kyu,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19381
FARTST,미술작가,박실,Park sil,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19382
FARTST,미술작가,박애정,Park ad jong,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19383
FARTST,미술작가,박영근,Park young geun,미술작가,,1959,,https://www.daarts.or.kr/handle/11080/19384
FARTST,미술작가,박영대,Park young dae,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19386
FARTST,미술작가,박영숙,Park young sook,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19387
FARTST,미술작가,박이소,Bahc yi so,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19388
FARTST,미술작가,박인현,Parkinhyun,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19389
FARTST,미술작가,박일순,Park il soon,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19390
FARTST,미술작가,박정애,Park jung ae,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19391
FARTST,미술작가,박종배,Park chong bae,미술작가,,1935,,https://www.daarts.or.kr/handle/11080/19392
FARTST,미술작가,박춘호,,조각,,,,
FARTST,미술작가,박충흠,Park choong heum,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19393
FARTST,미술작가,박항률,Park hang ryul,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19394
FARTST,미술작가,박헌열,Park heon youl,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19395
FARTST,미술작가,박혜성,Park hye sung,미술작가,,1968,,https://www.daarts.or.kr/handle/11080/19396
FARTST,미술작가,박홍천,"Park, HongChun",미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19397
FARTST,미술작가,박화영,Park hwa young,미술작가,,1968,,https://www.daarts.or.kr/handle/11080/19398
FARTST,미술작가,박훈성,Park hoon sung,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19399
FARTST,미술작가,배동신,Bae dong shin,미술작가,,1920,,https://www.daarts.or.kr/handle/11080/19400
FARTST,미술작가,배동환,Bai dong hwan,미술작가,,1943,,https://www.daarts.or.kr/handle/11080/19401
FARTST,미술작가,배병우,Bae bien u,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19402
FARTST,미술작가,배인석,배인석,서양화,,,,
FARTST,미술작가,배준성,Bae joon sung,미술작가,,1967,,https://www.daarts.or.kr/handle/11080/19403
FARTST,미술작가,배진환,Bae jin hwan,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19404
FARTST,미술작가,배형식,Bae hyung sik,미술작가,,1926,,https://www.daarts.or.kr/handle/11080/19405
FARTST,미술작가,백남준,Paik nam jun,미술작가,,1932,,https://www.daarts.or.kr/handle/11080/19406
FARTST,미술작가,백문기,白文基,조각,,1927,,https://www.daarts.or.kr/handle/11080/5951
FARTST,미술작가,백순실,Baik soon shil,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19407
FARTST,미술작가,백영수,白榮洙,서양화,,,,
FARTST,미술작가,백철수,Paik chul soo,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19408
FARTST,미술작가,백태원,白泰元,목칠,,,,
FARTST,미술작가,백태호,Paik tai ho,미술작가,,1925,,https://www.daarts.or.kr/handle/11080/19409
FARTST,미술작가,변시지,邊時志,서양화,,1926,,https://www.daarts.or.kr/handle/11080/6034
FARTST,미술작가,변웅필,,회화,,,,
FARTST,미술작가,사석원,Sa suk won,미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19410
FARTST,미술작가,서도식,Seo do sik,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19411
FARTST,미술작가,서세옥,Suh se ok,미술작가,,1929,,https://www.daarts.or.kr/handle/11080/19412
FARTST,미술작가,서승원,Suh seung won,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19413
FARTST,미술작가,서용선,Suh yongsun,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19414
FARTST,미술작가,서정국,Seo jung kug,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19415
FARTST,미술작가,서정태,Suh jung tae,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19416
FARTST,미술작가,서정희,Seo jeong hee,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19417
